,Point_ID,Clay,Sand,Silt,pH(CaCl2),pH(H2O),EC,OC,CaCO3,P,N,K,Latitude,Longitude,Date,Date Before,Date After,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B1dx,B2dx,B3dx,B4dx,B5dx,B6dx,B7dx,B8dx,B9dx,B10dx,B11dx,B12dx,B1dx2,B2dx2,B3dx2,B4dx2,B5dx2,B6dx2,B7dx2,B8dx2,B9dx2,B10dx2,B11dx2,B1cr,B2cr,B3cr,B4cr,B5cr,B6cr,B7cr,B8cr,B9cr,B10cr,B11cr,B12cr,NDVI,GNDVI,EVI,SAVI,BSI,ARVI
0,39262352,25.0,29.0,46.0,7.1,7.51,19.39,34.7,255,6.1,1.8,156.5,44.161069321999996,5.068574915,2015-07-14,2015-06-27,2015-07-31,6746,6470,6228,6650,6901,7213,7492,6939,7493,4652,1029,4907,4271,-5553319919.517099,-3590504451.0385766,4026717557.251911,6354430379.746835,8571428571.428551,6595744680.851064,-11060000000.000011,17366771159.87463,-35335820895.522385,-8457049486.461249,16144879267.27728,-1080346526.244267,3.949326898347126e+16,1.1301516332775206e+17,2.221100021464623e+16,5.612653649827129e+16,-5.427702996091984e+16,-4.17393491273075e+17,5.6853542319749344e+17,-1.65211887320994e+18,3.343130772271285e+17,5.742747141395547e+16,-7.171201412789992e+16,1.0,0.94383446996531,0.8893514772316179,0.9194313316410905,0.9428402306012206,0.9748329944596275,1.0,0.9261124676685926,1.0,0.637317229915849,0.16418033923413347,0.862549363786304,0.0212672014129075,0.053998632946001365,-0.4287833827893175,0.03036860712606888,-0.07418088600496675,0.0040810213785615335
1,40222524,33.0,16.0,51.0,4.3,4.56,35.1,45.4,1,10.4,3.7,165.8,45.75929757300001,6.160039567,2015-07-13,2015-06-26,2015-07-30,2851,2947,2745,2718,2813,3436,3691,3721,3831,1980,270,2360,2011,1931589537.2233388,-2997032640.949556,-257633587.7862597,2405063291.1392403,17115384615.384575,6028368794.326241,600000000.0000007,3448275862.0689697,-23022388059.701492,-3991596638.6554613,8701082431.30725,-592831662.9862409,-9.916744825297568e+16,4.064390286592429e+16,2.5407412966846388e+16,3.724131980821603e+17,-3.045883467323711e+17,-1.2833023154435554e+17,5.696551724137944e+16,-8.298013768580092e+17,2.3670138583390586e+17,2.9628102404208004e+16,-3.869239839422771e+16,1.0,0.9910039133925945,0.8741423484565525,0.7996322904486778,0.8044907627482013,0.9580304467103047,1.0,0.9853116576552517,1.0,0.5320274842481041,0.08602136554854063,0.8392745254102385,0.15576952943003572,0.1509433962264151,-1.209891435464415,0.22242410350733016,-0.13536523071683979,0.10178453403833443
2,40482568,23.0,29.0,48.0,4.5,4.84,13.57,44.5,0,9.8,4.0,128.0,46.166702718,6.467790499,2015-07-31,2015-07-14,2015-08-17,4098,3441,2839,2667,3304,3830,4109,3942,4311,2452,100,3404,2773,-13219315895.372227,-8931750741.839766,-1641221374.0458026,16126582278.481012,14450549450.549416,6595744680.851064,-3340000000.000004,11567398119.12227,-23121890547.26368,-5490196078.431372,13755203996.66945,-1071853235.9436046,8.62689165700696e+16,1.0816809151029621e+17,1.6954011118823306e+17,-4.2431210833711304e+16,-2.1579133982687728e+17,-2.348875811075902e+17,2.981479623824458e+17,-1.0874385161876486e+18,2.19299682448163e+17,4.49239030697965e+16,-6.1727965164917016e+16,1.0,0.8345691503182779,0.6829271851885168,0.6334914368610024,0.7810987599005106,0.90153467165153,0.9623712944846791,0.9178330316142157,1.0,0.5812408080246394,0.02683832440498099,0.9867099188021347,0.1929187471629596,0.16266037457602123,-0.5437100213219617,0.2754701314546433,-0.09751746692433477,0.1611229063458363
3,40082398,41.0,9.0,51.0,7.3,7.57,28.7,32.3,54,8.0,4.1,112.8,44.618867877,6.061887463,2015-09-25,2015-09-08,2015-10-12,5041,4288,3942,3854,4087,4859,5367,5285,5688,3298,112,3593,2714,-15150905432.595566,-5133531157.270031,-839694656.4885502,5898734177.215189,21208791208.791157,12009456264.775414,-1640000000.000002,12633228840.125406,-29726368159.20398,-7436974789.915964,14492089925.062458,-1493120434.8564634,2.015568264653024e+17,6.370677300862733e+16,6.429798505442503e+16,3.87596380546227e+17,-2.527289819784539e+17,-3.226821812003644e+17,2.8546457680250848e+17,-1.3278870532705152e+18,2.7723126081204e+17,5.118829298547717e+16,-6.654958517867999e+16,1.0,0.8379584524430876,0.7550950477781938,0.7161955853684884,0.7510421185460304,0.8838434975219168,0.9648655650228404,0.9372076702043582,1.0,0.598629230278241,0.024578510398797417,0.8931569954061014,0.15658168289747235,0.1455511000325133,-0.954,0.22358817203877526,-0.12491186839012926,0.10792199525490423
4,36642184,25.0,24.0,51.0,5.6,5.92,7.86,20.7,0,8.3,2.4,126.4,42.447888610999996,2.023218886,2015-07-18,2015-07-01,2015-08-04,1371,1334,1409,1748,1904,2184,2338,2336,2546,1107,17,2919,2032,-744466800.8048285,1112759643.9169142,3234732824.427483,3949367088.6075945,7692307692.307673,3640661938.534279,-40000000.000000045,6583072100.313488,-17898009950.248756,-2544351073.762838,12081598667.776861,-1506709699.3375235,3.736874134248977e+16,3.14832816099491e+16,6819029238359846.0,9.47579899670906e+16,-1.1130894927948859e+17,-8.701328459891912e+16,1.324614420062699e+17,-7.674320392025791e+17,1.909659064239542e+17,3.414087241255765e+16,-5.657080918865276e+16,1.0,0.8820936467724468,0.8269030468352035,0.8731599590162008,0.9005626722670121,0.9847911109543696,1.0,0.9476734452071554,1.0,0.42806779259195615,0.006072770997823092,1.0,0.14397649363369247,0.24753004005340454,0.5212765957446809,0.20557688861206513,0.11958738155211707,0.024281328495674017
5,40342388,10.0,64.0,27.0,7.7,8.07,41.4,3.7,341,0.0,0.8,58.9,44.540650836000005,6.394315244,2015-09-30,2015-09-13,2015-10-17,1514,1467,1391,1385,1325,1681,1845,1734,1835,547,11,1584,1199,-945674044.265593,-1127596439.1691399,-57251908.3969466,-1518987341.7721517,9780219780.219757,3877068557.9196215,-2220000000.0000024,3166144200.626963,-16019900497.512436,-1251167133.5200744,6548709408.825983,-653983353.1510108,-3660410360232328.0,1.5880482652406434e+16,-1.3947857188694714e+16,2.8605587650612426e+17,-1.6217448412912422e+17,-1.4413873659384454e+17,1.0772288401253942e+17,-6.014434074651857e+17,1.8369071348249203e+17,1.8206994730032812e+16,-2.99862313154746e+16,1.0,0.9389580099897978,0.8544400425161851,0.8005953154895052,0.749262430441338,0.931905062762925,1.0,0.9429575945101606,1.0,0.30253473068846415,0.006608613962134783,1.0,0.11189483808913113,0.10976,-0.9112271540469974,0.15976390543394495,-0.03760129659643436,0.07218221403450008
6,40162496,32.0,13.0,55.0,5.8,6.12,26.4,20.6,1,8.0,2.8,62.3,45.504595282,6.101092775,2015-10-23,2015-10-06,2015-11-09,5022,4841,4633,4988,5150,5528,5768,5602,5935,3290,102,5258,4674,-3641851106.639837,-3086053412.4629087,3387404580.1526737,4101265822.7848096,10384615384.61536,5673758865.248227,-3320000000.000004,10438871473.354244,-32898009950.248753,-7441643323.9962635,21465445462.114918,-992016307.1173773,1.1183052196718868e+16,9.604537081032024e+16,6811653078550919.0,1.5907214080583674e+17,-1.294191351474484e+17,-2.1261841289002906e+17,2.7517742946708528e+17,-1.358522928639594e+18,3.1662147545090157e+17,6.747686458009145e+16,-9.349484500096715e+16,1.0,0.9434779374718919,0.8776523406055726,0.9054716054211548,0.9204032230179655,0.9740598225725478,1.0,0.9543516661078166,1.0,0.5612104277311618,0.018629762644270437,1.0,0.05797922568460812,0.09467513434294089,-1.9768190598840953,0.08279098823956879,-0.009521968195659529,0.022870855575689308
7,38602440,14.0,20.0,66.0,3.7,4.0,49.9,117.4,0,61.7,9.4,233.6,44.909433236000005,4.166039349,2015-10-23,2015-10-06,2015-11-09,5590,5411,5069,5398,5379,5599,5786,5805,5910,3161,56,4793,4095,-3601609657.9476843,-5074183976.261129,3139312977.099239,-481012658.22784805,6043956043.956029,4420803782.50591,380000000.0000004,3291536050.156744,-34191542288.557213,-7247899159.663864,19721065778.517914,-1185663325.9724817,-2.9629261937896264e+16,1.2186197260178592e+17,-3.454509194014398e+16,1.6518908106794624e+17,-4.4592095094783384e+16,-9.55272761821728e+16,5.8230721003134936e+16,-1.175018129740251e+18,3.351199394140964e+17,6.295276596214232e+16,-8.703883890295757e+16,1.0,0.9614962246577096,0.8926187547257363,0.9374350819839439,0.929301555537724,0.9627189444056008,0.9894157253469875,0.9862702974299182,1.0,0.5449142454633004,0.01072867457662802,0.97941212323406,0.03632955458359368,0.06768438477101342,-0.4259995813271928,0.05187662204818025,-0.047881534077638156,0.01908050154461203
8,36702214,8.0,63.0,29.0,6.5,7.04,13.34,50.2,8,17.0,4.5,194.4,42.72282162,2.059845328,2015-07-10,2015-06-23,2015-07-27,1293,1203,1238,1124,1379,1867,2274,1636,2377,723,27,1835,1289,-1810865191.1468801,519287833.8278933,-1087786259.5419855,6455696202.531645,13406593406.593374,9621749408.983452,-12760000000.000013,23228840125.391876,-20572139303.482586,-1624649859.943977,7527060782.681105,-927467300.8323425,4.68843666996936e+16,-2.3843829278484856e+16,7.197979448543545e+16,1.7597208111548682e+17,-1.0397923070356904e+17,-5.2911937137076755e+17,7.197768025078386e+17,-1.373071455450612e+18,2.356652915863011e+17,2.1362536514064144e+16,-3.519786879064718e+16,1.0,0.8375355421131818,0.7591512382073344,0.581461964500728,0.6736707189075511,0.8675699157975825,1.0,0.7000782692566929,1.0,0.31179651360361105,0.013440751230523606,1.0,0.1855072463768116,0.13848295059151008,-1.995323460639127,0.2648632748254981,0.020696791997240428,0.11617849420090427
9,38262486,12.0,40.0,48.0,3.8,3.87,35.7,65.8,0,41.2,5.3,111.4,45.297578781999995,3.690665812,2015-11-09,2015-10-23,2015-11-26,2372,1916,1522,1398,1530,1930,2148,1886,2266,920,269,1478,1185,-9175050301.81086,-5845697329.376856,-1183206106.8702297,3341772151.898734,10989010989.010963,5153664302.600472,-5240000000.000006,11912225705.329168,-16741293532.338306,-1519607843.1372545,5033305578.684433,-497706811.61882114,6.698899340913485e+16,6.917642763362949e+16,4.3177273461535944e+16,1.936009832180311e+17,-1.6031172215413398e+17,-2.4571310408038957e+17,3.430445141065839e+17,-8.982294431870692e+17,1.8932444887065984e+17,1.5296249817510938e+16,-2.3026696046225052e+16,1.0,0.8120309027937491,0.6497092673326378,0.6035586425506203,0.6633886640125366,0.8401542700088259,0.9393974755148903,0.8293708826724873,1.0,0.4179864130063767,0.14502622384175112,0.8899698013899426,0.14859926918392205,0.1068075117370892,-0.2979242979242979,0.2121721042446356,-0.13866427073974244,0.1524704455895726
